:START_ID(Flight),:END_ID(Airport)
FL00323,AP008
FL00324,AP009
FL00325,AP026
FL00326,AP025
FL00327,AP001
FL00328,AP026
FL00329,AP023
FL00330,AP036
FL00331,AP008
FL00332,AP004
FL00333,AP023
FL00334,AP005
FL00335,AP028
FL00336,AP029
FL00337,AP005
FL00338,AP034
FL00339,AP017
FL00340,AP001
FL00341,AP007
FL00342,AP028
FL00343,AP010
FL00344,AP002
FL00345,AP032
FL00346,AP009
FL00347,AP035
FL00348,AP004
FL00349,AP036
FL00350,AP008
FL00351,AP009
FL00352,AP013
FL00353,AP016
FL00354,AP013
FL00355,AP015
FL00356,AP008
FL00357,AP035
FL00358,AP015
FL00359,AP009
FL00360,AP019
FL00361,AP009
FL00362,AP003
FL00363,AP002
FL00364,AP012
FL00365,AP005
FL00366,AP001
FL00367,AP022
FL00368,AP016
FL00369,AP010
FL00370,AP002
FL00371,AP003
FL00372,AP004
FL00373,AP033
FL00374,AP040
FL00375,AP008
FL00376,AP036
FL00377,AP018
FL00378,AP001
FL00379,AP002
FL00380,AP008
FL00381,AP036
FL00382,AP008
FL00383,AP003
FL00384,AP004
FL00385,AP006
FL00386,AP025
FL00387,AP010
FL00388,AP011
FL00389,AP003
FL00390,AP030
FL00391,AP015
FL00392,AP010
FL00393,AP038
FL00394,AP008
FL00395,AP025
FL00396,AP002
FL00397,AP006
FL00398,AP002
FL00399,AP007
FL00400,AP008
FL00401,AP004
FL00402,AP002
FL00403,AP014
FL00404,AP002
FL00405,AP003
FL00406,AP025
FL00407,AP007
FL00408,AP006
FL00409,AP003
FL00410,AP009
FL00411,AP001
FL00412,AP033
FL00413,AP006
FL00414,AP016
FL00415,AP025
FL00416,AP037
FL00417,AP012
FL00418,AP001
FL00419,AP006
FL00420,AP040
FL00421,AP002
FL00422,AP003
FL00423,AP014
FL00424,AP028
FL00425,AP039
FL00426,AP007
FL00427,AP004
FL00428,AP016
FL00429,AP029
FL00430,AP031
FL00431,AP027
FL00432,AP005
FL00433,AP040
FL00434,AP016
FL00435,AP002
FL00436,AP035
FL00437,AP002
FL00438,AP007
FL00439,AP009
FL00440,AP008
FL00441,AP002
FL00442,AP003
FL00443,AP001
FL00444,AP017
FL00445,AP008
FL00446,AP005
FL00447,AP017
FL00448,AP040
FL00449,AP008
FL00450,AP006
FL00451,AP009
FL00452,AP008
FL00453,AP012
FL00454,AP026
FL00455,AP035
FL00456,AP021
FL00457,AP008
FL00458,AP001
FL00459,AP029
FL00460,AP015
FL00461,AP027
FL00462,AP036
FL00463,AP024
FL00464,AP006
FL00465,AP031
FL00466,AP003
FL00467,AP021
FL00468,AP031
FL00469,AP001
FL00470,AP010
FL00471,AP006
FL00472,AP037
FL00473,AP029
FL00474,AP004
FL00475,AP009
FL00476,AP038
FL00477,AP002
FL00478,AP005
FL00479,AP006
FL00480,AP023
FL00481,AP010
FL00482,AP031
FL00483,AP006
FL00484,AP012
FL00485,AP037
FL00486,AP040
FL00487,AP034
FL00488,AP015
FL00489,AP010
FL00490,AP005
FL00491,AP035
FL00492,AP009
FL00493,AP019
FL00494,AP006
FL00495,AP005
FL00496,AP010
FL00497,AP002
FL00498,AP001
FL00499,AP017
FL00500,AP010
FL00501,AP004
FL00502,AP020
FL00503,AP001
FL00504,AP005
FL00505,AP033
FL00506,AP003
FL00507,AP039
FL00508,AP003
FL00509,AP012
FL00510,AP036
FL00511,AP013
FL00512,AP001
FL00513,AP002
FL00514,AP010
FL00515,AP008
FL00516,AP040
FL00517,AP033
FL00518,AP006
FL00519,AP023
FL00520,AP035
FL00521,AP002
FL00522,AP009
FL00523,AP006
FL00524,AP005
FL00525,AP038
FL00526,AP011
FL00527,AP002
FL00528,AP003
FL00529,AP019
FL00530,AP010
FL00531,AP032
FL00532,AP002
FL00533,AP008
FL00534,AP016
FL00535,AP008
FL00536,AP010
FL00537,AP009
FL00538,AP004
FL00539,AP024
FL00540,AP008
FL00541,AP035
FL00542,AP006
FL00543,AP005
FL00544,AP001
FL00545,AP028
FL00546,AP035
FL00547,AP029
FL00548,AP008
FL00549,AP020
FL00550,AP005
FL00551,AP002
FL00552,AP027
FL00553,AP007
FL00554,AP018
FL00555,AP001
FL00556,AP004
FL00557,AP006
FL00558,AP020
FL00559,AP040
FL00560,AP021
FL00561,AP008
FL00562,AP001
FL00563,AP026
FL00564,AP014
FL00565,AP021
FL00566,AP022
FL00567,AP005
FL00568,AP027
FL00569,AP003
FL00570,AP005
FL00571,AP009
FL00572,AP019
FL00573,AP040
FL00574,AP001
FL00575,AP015
FL00576,AP009
FL00577,AP001
FL00578,AP002
FL00579,AP031
FL00580,AP017
FL00581,AP015
FL00582,AP002
FL00583,AP035
FL00584,AP003
FL00585,AP040
FL00586,AP005
FL00587,AP019
FL00588,AP023
FL00589,AP007
FL00590,AP023
FL00591,AP018
FL00592,AP001
FL00593,AP004
FL00594,AP026
FL00595,AP008
FL00596,AP033
FL00597,AP038
FL00598,AP001
FL00599,AP014
FL00600,AP023
FL00601,AP001
FL00602,AP014
FL00603,AP008
FL00604,AP015
FL00605,AP017
FL00606,AP006
FL00607,AP001
FL00608,AP020
FL00609,AP040
FL00610,AP039
FL00611,AP026
FL00612,AP037
FL00613,AP029
FL00614,AP033
FL00615,AP011
FL00616,AP005
FL00617,AP002
FL00618,AP038
FL00619,AP034
FL00620,AP038
FL00621,AP030
FL00622,AP001
FL00623,AP008
FL00624,AP007
FL00625,AP010
FL00626,AP033
FL00627,AP006
FL00628,AP037
FL00629,AP007
FL00630,AP031
FL00631,AP014
FL00632,AP001
FL00633,AP005
FL00634,AP010
FL00635,AP022
FL00636,AP002
FL00637,AP009
FL00638,AP014
FL00639,AP005
FL00640,AP001
FL00641,AP024
FL00642,AP005
FL00643,AP009
FL00644,AP011
FL00645,AP004
FL00646,AP007
FL00647,AP004
FL00648,AP026
FL00649,AP003
FL00650,AP028
FL00651,AP011
FL00652,AP004
FL00653,AP008
FL00654,AP003
FL00655,AP004
FL00656,AP015
FL00657,AP023
FL00658,AP031
FL00659,AP024
FL00660,AP013
FL00661,AP001
FL00662,AP029
FL00663,AP027
FL00664,AP033
FL00665,AP007
FL00666,AP024
FL00667,AP004
FL00668,AP001
FL00669,AP010
FL00670,AP005
FL00671,AP016
FL00672,AP001
FL00673,AP031
FL00674,AP035
FL00675,AP004
FL00676,AP001
FL00677,AP009
FL00678,AP006
FL00679,AP004
FL00680,AP039
FL00681,AP003
FL00682,AP002
FL00683,AP010
FL00684,AP002
FL00685,AP005
FL00686,AP010
FL00687,AP003
FL00688,AP008
FL00689,AP009
FL00690,AP017
FL00691,AP008
FL00692,AP006
FL00693,AP039
FL00694,AP007
FL00695,AP021
FL00696,AP025
FL00697,AP004
FL00698,AP028
FL00699,AP002
FL00700,AP001
FL00701,AP026
FL00702,AP006
FL00703,AP001
FL00704,AP005
FL00705,AP001
FL00706,AP005
FL00707,AP002
FL00708,AP016
FL00709,AP003
FL00710,AP029
FL00711,AP009
FL00712,AP007
FL00713,AP031
FL00714,AP030
FL00715,AP006
FL00716,AP019
FL00717,AP008
FL00718,AP004
FL00719,AP033
FL00720,AP010
FL00721,AP005
FL00722,AP035
FL00723,AP008
FL00724,AP009
FL00725,AP010
FL00726,AP017
FL00727,AP010
FL00728,AP037
FL00729,AP020
FL00730,AP007
FL00731,AP038
FL00732,AP039
FL00733,AP007
FL00734,AP029
FL00735,AP035
FL00736,AP008
FL00737,AP010
FL00738,AP018
FL00739,AP004
FL00740,AP008
FL00741,AP002
FL00742,AP010
FL00743,AP024
FL00744,AP015
FL00745,AP039
FL00746,AP001
FL00747,AP029
FL00748,AP021
FL00749,AP029
FL00750,AP034
FL00751,AP007
FL00752,AP006
FL00753,AP032
FL00754,AP015
FL00755,AP003
FL00756,AP020
FL00757,AP008
FL00758,AP012
FL00759,AP002
FL00760,AP008
FL00761,AP005
FL00762,AP035
FL00763,AP009
FL00764,AP003
FL00765,AP022
FL00766,AP006
FL00767,AP001
FL00768,AP002
FL00769,AP023
FL00770,AP038
FL00771,AP024
FL00772,AP037
FL00773,AP031
FL00774,AP003
FL00775,AP004
FL00776,AP018
FL00777,AP008
FL00778,AP009
FL00779,AP013
FL00780,AP003
FL00781,AP032
FL00782,AP006
FL00783,AP007
FL00784,AP006
FL00785,AP005
FL00786,AP010
FL00787,AP037
FL00788,AP005
FL00789,AP015
FL00790,AP003
FL00791,AP017
FL00792,AP005
FL00793,AP025
FL00794,AP037
FL00795,AP008
FL00796,AP003
FL00797,AP001
FL00798,AP005
FL00799,AP039
FL00800,AP007
FL00801,AP005
FL00802,AP035
FL00803,AP010
FL00804,AP002
FL00805,AP004
FL00806,AP007
FL00807,AP037
FL00808,AP006
FL00809,AP029
FL00810,AP002
FL00811,AP010
FL00812,AP029
FL00813,AP001
FL00814,AP005
FL00815,AP004
FL00816,AP040
FL00817,AP034
FL00818,AP024
FL00819,AP006
FL00820,AP019
FL00821,AP008
FL00822,AP015
FL00823,AP004
FL00824,AP011
FL00825,AP029
FL00826,AP030
FL00827,AP010
FL00828,AP006
FL00829,AP009
FL00830,AP002
FL00831,AP037
FL00832,AP038
FL00833,AP005
FL00834,AP009
FL00835,AP030
FL00836,AP032
FL00837,AP039
FL00838,AP025
FL00839,AP023
FL00840,AP001
FL00841,AP005
FL00842,AP004
FL00843,AP029
FL00844,AP007
FL00845,AP009
FL00846,AP005
FL00847,AP031
FL00848,AP002
FL00849,AP012
FL00850,AP029
FL00851,AP017
FL00852,AP008
FL00853,AP005
FL00854,AP023
FL00855,AP004
FL00856,AP012
FL00857,AP011
FL00858,AP030
FL00859,AP021
FL00860,AP010
FL00861,AP006
FL00862,AP017
FL00863,AP003
FL00864,AP034
FL00865,AP002
FL00866,AP008
FL00867,AP028
FL00868,AP021
FL00869,AP002
FL00870,AP011
FL00871,AP030
FL00872,AP038
FL00873,AP002
FL00874,AP009
FL00875,AP008
FL00876,AP007
FL00877,AP006
FL00878,AP017
FL00879,AP006
FL00880,AP004
FL00881,AP011
FL00882,AP036
FL00883,AP005
FL00884,AP003
FL00885,AP001
FL00886,AP006
FL00887,AP009
FL00888,AP003
FL00889,AP023
FL00890,AP026
FL00891,AP003
FL00892,AP006
FL00893,AP025
FL00894,AP003
FL00895,AP025
FL00896,AP003
FL00897,AP027
FL00898,AP037
FL00899,AP007
FL00900,AP006
FL00901,AP005
FL00902,AP008
FL00903,AP013
FL00904,AP032
FL00905,AP007
FL00906,AP029
FL00907,AP016
FL00908,AP002
FL00909,AP040
FL00910,AP035
FL00911,AP009
FL00912,AP010
FL00913,AP039
FL00914,AP026
FL00915,AP039
FL00916,AP008
FL00917,AP003
FL00918,AP038
FL00919,AP028
FL00920,AP010
FL00921,AP019
FL00922,AP005
FL00923,AP004
FL00924,AP040
FL00925,AP009
FL00926,AP004
FL00927,AP037
FL00928,AP018
FL00929,AP010
FL00930,AP009
FL00931,AP014
FL00932,AP005
FL00933,AP010
FL00934,AP003
FL00935,AP010
FL00936,AP009
FL00937,AP021
FL00938,AP038
FL00939,AP010
FL00940,AP005
FL00941,AP033
FL00942,AP013
FL00943,AP003
FL00944,AP006
FL00945,AP011
FL00946,AP001
FL00947,AP007
FL00948,AP011
FL00949,AP001
FL00950,AP030
FL00951,AP004
FL00952,AP018
FL00953,AP031
FL00954,AP030
FL00955,AP022
FL00956,AP001
FL00957,AP005
FL00958,AP008
FL00959,AP010
FL00960,AP002
FL00961,AP032
FL00962,AP006
FL00963,AP016
FL00964,AP004
FL00965,AP013
FL00966,AP026
FL00967,AP002
FL00968,AP001
FL00969,AP024
FL00970,AP003
FL00971,AP002
FL00972,AP025
FL00973,AP007
FL00974,AP033
FL00975,AP037
FL00976,AP006
FL00977,AP029
FL00978,AP003
FL00979,AP001
FL00980,AP006
FL00981,AP031
FL00982,AP036
FL00983,AP011
FL00984,AP003
FL00985,AP005
FL00986,AP006
FL00987,AP010
FL00988,AP008
FL00989,AP005
FL00990,AP007
FL00991,AP004
FL00992,AP011
FL00993,AP009
FL00994,AP011
FL00995,AP024
FL00996,AP001
FL00997,AP008
FL00998,AP003
FL00999,AP008
FL01000,AP007
FL01001,AP011
FL01002,AP016
FL01003,AP010
FL01004,AP033
FL01005,AP023
FL01006,AP003
FL01007,AP025
FL01008,AP026
FL01009,AP031
FL01010,AP029
FL01011,AP021
FL01012,AP001
FL01013,AP014
FL01014,AP006
FL01015,AP005
FL01016,AP006
FL01017,AP033
FL01018,AP004
FL01019,AP008
FL01020,AP003
FL01021,AP004
FL01022,AP005
FL01023,AP008
FL01024,AP004
FL01025,AP031
FL01026,AP007
FL01027,AP001
FL01028,AP003
FL01029,AP005
FL01030,AP004
FL01031,AP009
FL01032,AP007
FL01033,AP003
FL01034,AP033
FL01035,AP005
FL01036,AP032
FL01037,AP010
FL01038,AP017
FL01039,AP004
FL01040,AP010
FL01041,AP001
FL01042,AP034
FL01043,AP005
FL01044,AP006
FL01045,AP025
FL01046,AP002
FL01047,AP040
FL01048,AP024
FL01049,AP010
FL01050,AP005
FL01051,AP004
FL01052,AP026
FL01053,AP016
FL01054,AP002
FL01055,AP005
FL01056,AP025
FL01057,AP035
FL01058,AP006
FL01059,AP010
FL01060,AP014
FL01061,AP025
FL01062,AP005
FL01063,AP023
FL01064,AP028
FL01065,AP008
FL01066,AP004
FL01067,AP001
FL01068,AP040
FL01069,AP008
FL01070,AP003
FL01071,AP005
FL01072,AP009
FL01073,AP021
FL01074,AP018
FL01075,AP008
FL01076,AP017
FL01077,AP005
FL01078,AP034
FL01079,AP009
FL01080,AP004
FL01081,AP035
FL01082,AP033
FL01083,AP001
FL01084,AP008
FL01085,AP015
FL01086,AP035
FL01087,AP023
FL01088,AP004
FL01089,AP031
FL01090,AP013
FL01091,AP004
FL01092,AP003
FL01093,AP007
FL01094,AP008
FL01095,AP039
FL01096,AP025
FL01097,AP009
FL01098,AP002
FL01099,AP008
FL01100,AP006
FL01101,AP028
FL01102,AP012
FL01103,AP004
FL01104,AP039
FL01105,AP001
FL01106,AP008
FL01107,AP003
FL01108,AP013
FL01109,AP002
FL01110,AP017
FL01111,AP008
FL01112,AP002
FL01113,AP001
FL01114,AP005
FL01115,AP002
FL01116,AP007
FL01117,AP009
FL01118,AP010
FL01119,AP031
FL01120,AP017
FL01121,AP008
FL01122,AP018
FL01123,AP007
FL01124,AP006
FL01125,AP007
FL01126,AP021
FL01127,AP010
FL01128,AP005
FL01129,AP006
FL01130,AP040
FL01131,AP005
FL01132,AP001
FL01133,AP020
FL01134,AP003
FL01135,AP012
FL01136,AP029
FL01137,AP008
FL01138,AP003
FL01139,AP037
FL01140,AP001
FL01141,AP009
FL01142,AP004
FL01143,AP037
FL01144,AP024
FL01145,AP002
FL01146,AP023
FL01147,AP024
FL01148,AP003
FL01149,AP010
FL01150,AP007
FL01151,AP005
FL01152,AP007
FL01153,AP003
FL01154,AP015
FL01155,AP011
FL01156,AP008
FL01157,AP004
FL01158,AP036
FL01159,AP018
FL01160,AP015
FL01161,AP004
FL01162,AP007
FL01163,AP027
FL01164,AP037
FL01165,AP008
FL01166,AP036
FL01167,AP008
FL01168,AP007
FL01169,AP003
FL01170,AP009
FL01171,AP003
FL01172,AP039
FL01173,AP006
FL01174,AP019
FL01175,AP018
FL01176,AP008
FL01177,AP019
FL01178,AP001
FL01179,AP019
FL01180,AP025
FL01181,AP014
FL01182,AP004
FL01183,AP010
FL01184,AP026
FL01185,AP001
FL01186,AP003
FL01187,AP033
FL01188,AP005
FL01189,AP037
FL01190,AP001
FL01191,AP021
FL01192,AP033
FL01193,AP004
FL01194,AP013
FL01195,AP009
FL01196,AP035
FL01197,AP017
FL01198,AP012
FL01199,AP015
FL01200,AP007
FL01201,AP024
FL01202,AP015
FL01203,AP002
FL01204,AP010
FL01205,AP001
FL01206,AP006
FL01207,AP039
FL01208,AP009
FL01209,AP001
FL01210,AP016
FL01211,AP009
FL01212,AP023
FL01213,AP015
FL01214,AP009
FL01215,AP006
FL01216,AP021
FL01217,AP001
FL01218,AP032
FL01219,AP037
FL01220,AP020
FL01221,AP027
FL01222,AP004
FL01223,AP040
FL01224,AP002
FL01225,AP033
FL01226,AP003
FL01227,AP015
FL01228,AP022
FL01229,AP008
FL01230,AP009
FL01231,AP032
FL01232,AP024
FL01233,AP028
FL01234,AP004
FL01235,AP022
FL01236,AP006
FL01237,AP010
FL01238,AP001
FL01239,AP006
FL01240,AP009
FL01241,AP003
FL01242,AP007
FL01243,AP039
FL01244,AP010
FL01245,AP001
FL01246,AP025
FL01247,AP002
FL01248,AP035
FL01249,AP010
FL01250,AP040
FL01251,AP002
FL01252,AP001
FL01253,AP017
FL01254,AP006
FL01255,AP009
FL01256,AP039
FL01257,AP010
FL01258,AP004
FL01259,AP005
FL01260,AP009
FL01261,AP033
FL01262,AP008
FL01263,AP015
FL01264,AP016
FL01265,AP020
FL01266,AP006
FL01267,AP002
FL01268,AP011
FL01269,AP022
FL01270,AP001
FL01271,AP005
FL01272,AP009
FL01273,AP016
FL01274,AP006
FL01275,AP027
FL01276,AP006
FL01277,AP010
FL01278,AP013
FL01279,AP020
FL01280,AP026
FL01281,AP035
FL01282,AP007
FL01283,AP005
FL01284,AP031
FL01285,AP002
FL01286,AP009
FL01287,AP011
FL01288,AP015
FL01289,AP019
FL01290,AP009
FL01291,AP003
FL01292,AP005
FL01293,AP035
FL01294,AP010
FL01295,AP009
FL01296,AP028
FL01297,AP002
FL01298,AP032
FL01299,AP009
FL01300,AP005
FL01301,AP002
FL01302,AP008
FL01303,AP005
FL01304,AP001
FL01305,AP023
FL01306,AP022
FL01307,AP008
FL01308,AP011
FL01309,AP006
FL01310,AP013
FL01311,AP001
FL01312,AP008
FL01313,AP030
FL01314,AP008
FL01315,AP012
FL01316,AP007
FL01317,AP039
FL01318,AP032
FL01319,AP028
FL01320,AP016
FL01321,AP006
FL01322,AP007
FL01323,AP006
FL01324,AP033
FL01325,AP015
FL01326,AP017
FL01327,AP001
FL01328,AP022
FL01329,AP008
FL01330,AP001
FL01331,AP020
FL01332,AP035
FL01333,AP003
FL01334,AP023
FL01335,AP004
FL01336,AP010
FL01337,AP017
FL01338,AP010
FL01339,AP018
FL01340,AP024
FL01341,AP018
FL01342,AP001
FL01343,AP026
FL01344,AP039
FL01345,AP003
FL01346,AP008
FL01347,AP026
FL01348,AP018
FL01349,AP007
FL01350,AP004
FL01351,AP037
FL01352,AP020
FL01353,AP006
FL01354,AP033
FL01355,AP008
FL01356,AP026
FL01357,AP006
FL01358,AP007
FL01359,AP006
FL01360,AP040
FL01361,AP001
FL01362,AP006
FL01363,AP010
FL01364,AP001
FL01365,AP002
FL01366,AP014
FL01367,AP002
FL01368,AP015
FL01369,AP036
FL01370,AP008
FL01371,AP010
FL01372,AP021
FL01373,AP009
FL01374,AP025
FL01375,AP019
FL01376,AP010
FL01377,AP009
FL01378,AP006
FL01379,AP001
FL01380,AP007
FL01381,AP036
FL01382,AP007
FL01383,AP010
FL01384,AP032
FL01385,AP007
FL01386,AP013
FL01387,AP009
FL01388,AP002
FL01389,AP006
FL01390,AP014
FL01391,AP004
FL01392,AP003
FL01393,AP026
FL01394,AP001
FL01395,AP006
FL01396,AP028
FL01397,AP007
FL01398,AP038
FL01399,AP004
FL01400,AP023
FL01401,AP007
FL01402,AP005
FL01403,AP027
FL01404,AP038
FL01405,AP029
FL01406,AP008
FL01407,AP004
FL01408,AP033
FL01409,AP001
FL01410,AP038
FL01411,AP039
FL01412,AP010
FL01413,AP001
FL01414,AP026
FL01415,AP036
FL01416,AP020
FL01417,AP005
FL01418,AP029
FL01419,AP021
FL01420,AP039
FL01421,AP027
FL01422,AP005
FL01423,AP006
FL01424,AP005
FL01425,AP001
FL01426,AP010
FL01427,AP030
FL01428,AP004
FL01429,AP016
FL01430,AP027
FL01431,AP031
FL01432,AP010
FL01433,AP007
FL01434,AP008
FL01435,AP024
FL01436,AP028
FL01437,AP031
FL01438,AP006
FL01439,AP003
FL01440,AP036
FL01441,AP003
FL01442,AP006
FL01443,AP007
FL01444,AP005
FL01445,AP018
FL01446,AP034
FL01447,AP038
FL01448,AP034
FL01449,AP004
FL01450,AP008
FL01451,AP001
FL01452,AP007
FL01453,AP035
FL01454,AP004
FL01455,AP011
FL01456,AP007
FL01457,AP002
FL01458,AP008
FL01459,AP012
FL01460,AP001
FL01461,AP024
FL01462,AP021
FL01463,AP008
FL01464,AP036
FL01465,AP007
FL01466,AP030
FL01467,AP005
FL01468,AP040
FL01469,AP009
FL01470,AP002
FL01471,AP035
FL01472,AP022
FL01473,AP010
FL01474,AP007
FL01475,AP001
FL01476,AP023
FL01477,AP025
FL01478,AP002
FL01479,AP006
FL01480,AP009
FL01481,AP003
FL01482,AP033
FL01483,AP038
FL01484,AP004
FL01485,AP007
FL01486,AP038
FL01487,AP010
FL01488,AP022
FL01489,AP010
FL01490,AP032
FL01491,AP013
FL01492,AP031
FL01493,AP006
FL01494,AP004
FL01495,AP011
FL01496,AP006
FL01497,AP023
FL01498,AP008
FL01499,AP029
FL01500,AP028
FL01501,AP018
FL01502,AP008
FL01503,AP009
FL01504,AP003
FL01505,AP008
FL01506,AP036
FL01507,AP031
FL01508,AP010
FL01509,AP029
FL01510,AP009
FL01511,AP010
FL01512,AP009
FL01513,AP020
FL01514,AP040
FL01515,AP007
FL01516,AP002
FL01517,AP008
FL01518,AP007
FL01519,AP011
FL01520,AP018
FL01521,AP024
FL01522,AP004
FL01523,AP008
FL01524,AP006
FL01525,AP015
FL01526,AP004
FL01527,AP039
FL01528,AP026
FL01529,AP030
FL01530,AP022
FL01531,AP011
FL01532,AP032
FL01533,AP001
FL01534,AP025
FL01535,AP040
FL01536,AP021
FL01537,AP013
FL01538,AP037
FL01539,AP008
FL01540,AP031
FL01541,AP019
FL01542,AP009
FL01543,AP001
FL01544,AP002
FL01545,AP006
FL01546,AP020
FL01547,AP009
FL01548,AP001
FL01549,AP026
FL01550,AP020
