:START_ID(Flight),:END_ID(Airport)
FL00296,AP009
FL00297,AP024
FL00298,AP005
FL00299,AP013
FL00300,AP028
FL00301,AP015
FL00302,AP007
FL00303,AP011
FL00304,AP003
FL00305,AP016
FL00306,AP026
FL00307,AP004
FL00308,AP006
FL00309,AP025
FL00310,AP002
FL00311,AP005
FL00312,AP016
FL00313,AP012
FL00314,AP039
FL00315,AP026
FL00316,AP018
FL00317,AP009
FL00318,AP033
FL00319,AP004
FL00320,AP008
FL00321,AP001
FL00322,AP008
FL00323,AP009
FL00324,AP026
FL00325,AP025
FL00326,AP001
FL00327,AP026
FL00328,AP023
FL00329,AP036
FL00330,AP008
FL00331,AP004
FL00332,AP023
FL00333,AP005
FL00334,AP028
FL00335,AP029
FL00336,AP005
FL00337,AP034
FL00338,AP017
FL00339,AP001
FL00340,AP007
FL00341,AP028
FL00342,AP010
FL00343,AP002
FL00344,AP032
FL00345,AP009
FL00346,AP035
FL00347,AP004
FL00348,AP036
FL00349,AP008
FL00350,AP009
FL00351,AP013
FL00352,AP016
FL00353,AP013
FL00354,AP015
FL00355,AP008
FL00356,AP035
FL00357,AP015
FL00358,AP009
FL00359,AP019
FL00360,AP009
FL00361,AP003
FL00362,AP002
FL00363,AP012
FL00364,AP005
FL00365,AP001
FL00366,AP022
FL00367,AP016
FL00368,AP010
FL00369,AP002
FL00370,AP003
FL00371,AP004
FL00372,AP033
FL00373,AP040
FL00374,AP008
FL00375,AP036
FL00376,AP018
FL00377,AP001
FL00378,AP002
FL00379,AP008
FL00380,AP036
FL00381,AP008
FL00382,AP003
FL00383,AP004
FL00384,AP006
FL00385,AP025
FL00386,AP010
FL00387,AP011
FL00388,AP003
FL00389,AP030
FL00390,AP015
FL00391,AP010
FL00392,AP038
FL00393,AP008
FL00394,AP025
FL00395,AP002
FL00396,AP006
FL00397,AP002
FL00398,AP007
FL00399,AP008
FL00400,AP004
FL00401,AP002
FL00402,AP014
FL00403,AP002
FL00404,AP003
FL00405,AP025
FL00406,AP007
FL00407,AP006
FL00408,AP003
FL00409,AP009
FL00410,AP001
FL00411,AP033
FL00412,AP006
FL00413,AP016
FL00414,AP025
FL00415,AP037
FL00416,AP012
FL00417,AP031
FL00418,AP006
FL00419,AP040
FL00420,AP002
FL00421,AP003
FL00422,AP014
FL00423,AP028
FL00424,AP039
FL00425,AP007
FL00426,AP004
FL00427,AP016
FL00428,AP029
FL00429,AP031
FL00430,AP027
FL00431,AP005
FL00432,AP040
FL00433,AP016
FL00434,AP002
FL00435,AP035
FL00436,AP002
FL00437,AP007
FL00438,AP009
FL00439,AP008
FL00440,AP002
FL00441,AP003
FL00442,AP001
FL00443,AP017
FL00444,AP008
FL00445,AP005
FL00446,AP017
FL00447,AP040
FL00448,AP008
FL00449,AP006
FL00450,AP009
FL00451,AP008
FL00452,AP012
FL00453,AP026
FL00454,AP035
FL00455,AP021
FL00456,AP008
FL00457,AP001
FL00458,AP029
FL00459,AP015
FL00460,AP027
FL00461,AP036
FL00462,AP024
FL00463,AP006
FL00464,AP031
FL00465,AP003
FL00466,AP021
FL00467,AP031
FL00468,AP001
FL00469,AP010
FL00470,AP006
FL00471,AP037
FL00472,AP029
FL00473,AP004
FL00474,AP009
FL00475,AP038
FL00476,AP002
FL00477,AP005
FL00478,AP006
FL00479,AP023
FL00480,AP010
FL00481,AP031
FL00482,AP006
FL00483,AP012
FL00484,AP037
FL00485,AP040
FL00486,AP034
FL00487,AP015
FL00488,AP010
FL00489,AP005
FL00490,AP035
FL00491,AP009
FL00492,AP019
FL00493,AP006
FL00494,AP005
FL00495,AP010
FL00496,AP002
FL00497,AP001
FL00498,AP017
FL00499,AP010
FL00500,AP004
FL00501,AP020
FL00502,AP001
FL00503,AP005
FL00504,AP033
FL00505,AP003
FL00506,AP039
FL00507,AP003
FL00508,AP012
FL00509,AP036
FL00510,AP013
FL00511,AP001
FL00512,AP002
FL00513,AP010
FL00514,AP008
FL00515,AP040
FL00516,AP033
FL00517,AP006
FL00518,AP023
FL00519,AP035
FL00520,AP002
FL00521,AP009
FL00522,AP006
FL00523,AP005
FL00524,AP038
FL00525,AP011
FL00526,AP002
FL00527,AP003
FL00528,AP019
FL00529,AP010
FL00530,AP032
FL00531,AP002
FL00532,AP008
FL00533,AP016
FL00534,AP008
FL00535,AP010
FL00536,AP009
FL00537,AP004
FL00538,AP024
FL00539,AP008
FL00540,AP035
FL00541,AP006
FL00542,AP005
FL00543,AP001
FL00544,AP028
FL00545,AP035
FL00546,AP029
FL00547,AP008
FL00548,AP020
FL00549,AP005
FL00550,AP002
FL00551,AP027
FL00552,AP007
FL00553,AP018
FL00554,AP001
FL00555,AP004
FL00556,AP006
FL00557,AP020
FL00558,AP040
FL00559,AP021
FL00560,AP008
FL00561,AP001
FL00562,AP026
FL00563,AP014
FL00564,AP021
FL00565,AP022
FL00566,AP005
FL00567,AP027
FL00568,AP003
FL00569,AP005
FL00570,AP009
FL00571,AP019
FL00572,AP040
FL00573,AP001
FL00574,AP015
FL00575,AP009
FL00576,AP001
FL00577,AP002
FL00578,AP031
FL00579,AP017
FL00580,AP015
FL00581,AP002
FL00582,AP035
FL00583,AP003
FL00584,AP040
FL00585,AP005
FL00586,AP019
FL00587,AP023
FL00588,AP007
FL00589,AP023
FL00590,AP018
FL00591,AP001
FL00592,AP004
FL00593,AP026
FL00594,AP008
FL00595,AP033
FL00596,AP038
FL00597,AP001
FL00598,AP014
FL00599,AP023
FL00600,AP001
FL00601,AP014
FL00602,AP008
FL00603,AP015
FL00604,AP017
FL00605,AP006
FL00606,AP001
FL00607,AP020
FL00608,AP040
FL00609,AP039
FL00610,AP026
FL00611,AP037
FL00612,AP029
FL00613,AP033
FL00614,AP011
FL00615,AP005
FL00616,AP002
FL00617,AP038
FL00618,AP034
FL00619,AP038
FL00620,AP030
FL00621,AP001
FL00622,AP008
FL00623,AP007
FL00624,AP010
FL00625,AP033
FL00626,AP006
FL00627,AP037
FL00628,AP007
FL00629,AP031
FL00630,AP014
FL00631,AP001
FL00632,AP005
FL00633,AP010
FL00634,AP022
FL00635,AP002
FL00636,AP009
FL00637,AP014
FL00638,AP005
FL00639,AP001
FL00640,AP024
FL00641,AP005
FL00642,AP009
FL00643,AP011
FL00644,AP004
FL00645,AP007
FL00646,AP004
FL00647,AP026
FL00648,AP003
FL00649,AP028
FL00650,AP011
FL00651,AP004
FL00652,AP008
FL00653,AP003
FL00654,AP004
FL00655,AP015
FL00656,AP023
FL00657,AP031
FL00658,AP024
FL00659,AP013
FL00660,AP001
FL00661,AP029
FL00662,AP027
FL00663,AP033
FL00664,AP007
FL00665,AP024
FL00666,AP004
FL00667,AP001
FL00668,AP010
FL00669,AP005
FL00670,AP016
FL00671,AP001
FL00672,AP031
FL00673,AP035
FL00674,AP004
FL00675,AP001
FL00676,AP009
FL00677,AP006
FL00678,AP004
FL00679,AP039
FL00680,AP003
FL00681,AP002
FL00682,AP010
FL00683,AP002
FL00684,AP005
FL00685,AP010
FL00686,AP003
FL00687,AP008
FL00688,AP009
FL00689,AP017
FL00690,AP008
FL00691,AP006
FL00692,AP039
FL00693,AP007
FL00694,AP021
FL00695,AP025
FL00696,AP004
FL00697,AP028
FL00698,AP002
FL00699,AP001
FL00700,AP026
FL00701,AP006
FL00702,AP001
FL00703,AP005
FL00704,AP001
FL00705,AP005
FL00706,AP002
FL00707,AP016
FL00708,AP003
FL00709,AP029
FL00710,AP009
FL00711,AP007
FL00712,AP031
FL00713,AP030
FL00714,AP006
FL00715,AP019
FL00716,AP008
FL00717,AP004
FL00718,AP033
FL00719,AP010
FL00720,AP005
FL00721,AP035
FL00722,AP008
FL00723,AP009
FL00724,AP010
FL00725,AP017
FL00726,AP010
FL00727,AP037
FL00728,AP020
FL00729,AP007
FL00730,AP038
FL00731,AP039
FL00732,AP007
FL00733,AP029
FL00734,AP035
FL00735,AP008
FL00736,AP010
FL00737,AP018
FL00738,AP004
FL00739,AP008
FL00740,AP002
FL00741,AP010
FL00742,AP024
FL00743,AP015
FL00744,AP039
FL00745,AP001
FL00746,AP029
FL00747,AP021
FL00748,AP029
FL00749,AP034
FL00750,AP007
FL00751,AP006
FL00752,AP032
FL00753,AP015
FL00754,AP003
FL00755,AP020
FL00756,AP008
FL00757,AP012
FL00758,AP002
FL00759,AP008
FL00760,AP005
FL00761,AP035
FL00762,AP009
FL00763,AP003
FL00764,AP022
FL00765,AP006
FL00766,AP001
FL00767,AP002
FL00768,AP023
FL00769,AP038
FL00770,AP024
FL00771,AP037
FL00772,AP031
FL00773,AP003
FL00774,AP004
FL00775,AP018
FL00776,AP008
FL00777,AP009
FL00778,AP013
FL00779,AP003
FL00780,AP032
FL00781,AP006
FL00782,AP007
FL00783,AP006
FL00784,AP005
FL00785,AP010
FL00786,AP037
FL00787,AP005
FL00788,AP015
FL00789,AP003
FL00790,AP017
FL00791,AP005
FL00792,AP025
FL00793,AP037
FL00794,AP008
FL00795,AP003
FL00796,AP001
FL00797,AP005
FL00798,AP039
FL00799,AP007
FL00800,AP005
FL00801,AP035
FL00802,AP010
FL00803,AP002
FL00804,AP004
FL00805,AP007
FL00806,AP037
FL00807,AP006
FL00808,AP029
FL00809,AP002
FL00810,AP010
FL00811,AP029
FL00812,AP001
FL00813,AP005
FL00814,AP004
FL00815,AP040
FL00816,AP034
FL00817,AP024
FL00818,AP006
FL00819,AP019
FL00820,AP008
FL00821,AP015
FL00822,AP005
FL00823,AP011
FL00824,AP029
FL00825,AP030
FL00826,AP010
FL00827,AP006
FL00828,AP009
FL00829,AP002
FL00830,AP037
FL00831,AP038
FL00832,AP005
FL00833,AP009
FL00834,AP030
FL00835,AP032
FL00836,AP039
FL00837,AP025
FL00838,AP023
FL00839,AP001
FL00840,AP005
FL00841,AP004
FL00842,AP029
FL00843,AP007
FL00844,AP009
FL00845,AP005
FL00846,AP031
FL00847,AP002
FL00848,AP012
FL00849,AP029
FL00850,AP017
FL00851,AP008
FL00852,AP005
FL00853,AP023
FL00854,AP004
FL00855,AP012
FL00856,AP011
FL00857,AP030
FL00858,AP021
FL00859,AP010
FL00860,AP006
FL00861,AP017
FL00862,AP003
FL00863,AP034
FL00864,AP002
FL00865,AP008
FL00866,AP028
FL00867,AP021
FL00868,AP002
FL00869,AP011
FL00870,AP030
FL00871,AP038
FL00872,AP002
FL00873,AP009
FL00874,AP008
FL00875,AP007
FL00876,AP006
FL00877,AP017
FL00878,AP006
FL00879,AP004
FL00880,AP011
FL00881,AP036
FL00882,AP005
FL00883,AP003
FL00884,AP001
FL00885,AP006
FL00886,AP009
FL00887,AP003
FL00888,AP023
FL00889,AP026
FL00890,AP003
FL00891,AP006
FL00892,AP025
FL00893,AP003
FL00894,AP025
FL00895,AP003
FL00896,AP027
FL00897,AP037
FL00898,AP007
FL00899,AP006
FL00900,AP005
FL00901,AP008
FL00902,AP013
FL00903,AP032
FL00904,AP007
FL00905,AP029
FL00906,AP016
FL00907,AP002
FL00908,AP040
FL00909,AP035
FL00910,AP009
FL00911,AP010
FL00912,AP039
FL00913,AP026
FL00914,AP039
FL00915,AP008
FL00916,AP003
FL00917,AP038
FL00918,AP028
FL00919,AP010
FL00920,AP019
FL00921,AP005
FL00922,AP004
FL00923,AP040
FL00924,AP009
FL00925,AP004
FL00926,AP037
FL00927,AP018
FL00928,AP010
FL00929,AP009
FL00930,AP014
FL00931,AP005
FL00932,AP010
FL00933,AP003
FL00934,AP010
FL00935,AP009
FL00936,AP021
FL00937,AP038
FL00938,AP010
FL00939,AP005
FL00940,AP033
FL00941,AP013
FL00942,AP003
FL00943,AP006
FL00944,AP011
FL00945,AP001
FL00946,AP007
FL00947,AP011
FL00948,AP001
FL00949,AP030
FL00950,AP004
FL00951,AP018
FL00952,AP031
FL00953,AP030
FL00954,AP022
FL00955,AP001
FL00956,AP005
FL00957,AP008
FL00958,AP010
FL00959,AP002
FL00960,AP032
FL00961,AP006
FL00962,AP016
FL00963,AP004
FL00964,AP013
FL00965,AP026
FL00966,AP002
FL00967,AP001
FL00968,AP024
FL00969,AP003
FL00970,AP002
FL00971,AP025
FL00972,AP007
FL00973,AP033
FL00974,AP037
FL00975,AP006
FL00976,AP029
FL00977,AP003
FL00978,AP001
FL00979,AP006
FL00980,AP031
FL00981,AP036
FL00982,AP011
FL00983,AP003
FL00984,AP005
FL00985,AP006
FL00986,AP010
FL00987,AP008
FL00988,AP005
FL00989,AP007
FL00990,AP004
FL00991,AP011
FL00992,AP009
FL00993,AP011
FL00994,AP024
FL00995,AP001
FL00996,AP008
FL00997,AP003
FL00998,AP008
FL00999,AP007
FL01000,AP011
FL01001,AP016
FL01002,AP010
FL01003,AP033
FL01004,AP023
FL01005,AP003
FL01006,AP025
FL01007,AP026
FL01008,AP031
FL01009,AP029
FL01010,AP021
FL01011,AP001
FL01012,AP014
FL01013,AP006
FL01014,AP005
FL01015,AP006
FL01016,AP033
FL01017,AP004
FL01018,AP008
FL01019,AP003
FL01020,AP004
FL01021,AP005
FL01022,AP008
FL01023,AP004
FL01024,AP031
FL01025,AP007
FL01026,AP001
FL01027,AP003
FL01028,AP005
FL01029,AP004
FL01030,AP009
FL01031,AP007
FL01032,AP003
FL01033,AP033
FL01034,AP005
FL01035,AP032
FL01036,AP010
FL01037,AP017
FL01038,AP004
FL01039,AP010
FL01040,AP001
FL01041,AP034
FL01042,AP005
FL01043,AP006
FL01044,AP025
FL01045,AP002
FL01046,AP040
FL01047,AP024
FL01048,AP010
FL01049,AP005
FL01050,AP004
FL01051,AP026
FL01052,AP016
FL01053,AP002
FL01054,AP005
FL01055,AP025
FL01056,AP035
FL01057,AP006
FL01058,AP010
FL01059,AP014
FL01060,AP025
FL01061,AP005
FL01062,AP023
FL01063,AP028
FL01064,AP008
FL01065,AP004
FL01066,AP001
FL01067,AP040
FL01068,AP008
FL01069,AP003
FL01070,AP005
FL01071,AP009
FL01072,AP021
FL01073,AP018
FL01074,AP008
FL01075,AP017
FL01076,AP005
FL01077,AP034
FL01078,AP009
FL01079,AP004
FL01080,AP035
FL01081,AP033
FL01082,AP001
FL01083,AP008
FL01084,AP015
FL01085,AP035
FL01086,AP023
FL01087,AP004
FL01088,AP031
FL01089,AP013
FL01090,AP004
FL01091,AP003
FL01092,AP007
FL01093,AP008
FL01094,AP039
FL01095,AP025
FL01096,AP009
FL01097,AP002
FL01098,AP008
FL01099,AP006
FL01100,AP028
FL01101,AP012
FL01102,AP004
FL01103,AP039
FL01104,AP001
FL01105,AP008
FL01106,AP003
FL01107,AP013
FL01108,AP002
FL01109,AP017
FL01110,AP008
FL01111,AP002
FL01112,AP001
FL01113,AP005
FL01114,AP002
FL01115,AP007
FL01116,AP009
FL01117,AP010
FL01118,AP031
FL01119,AP017
FL01120,AP008
FL01121,AP018
FL01122,AP007
FL01123,AP006
FL01124,AP007
FL01125,AP021
FL01126,AP010
FL01127,AP005
FL01128,AP006
FL01129,AP040
FL01130,AP005
FL01131,AP001
FL01132,AP020
FL01133,AP003
FL01134,AP012
FL01135,AP029
FL01136,AP008
FL01137,AP003
FL01138,AP037
FL01139,AP001
FL01140,AP009
FL01141,AP004
FL01142,AP037
FL01143,AP024
FL01144,AP002
FL01145,AP023
FL01146,AP024
FL01147,AP003
FL01148,AP010
FL01149,AP007
FL01150,AP005
FL01151,AP007
FL01152,AP003
FL01153,AP015
FL01154,AP011
FL01155,AP008
FL01156,AP004
FL01157,AP036
FL01158,AP018
FL01159,AP015
FL01160,AP004
FL01161,AP007
FL01162,AP027
FL01163,AP037
FL01164,AP008
FL01165,AP036
FL01166,AP008
FL01167,AP007
FL01168,AP003
FL01169,AP009
FL01170,AP003
FL01171,AP039
FL01172,AP006
FL01173,AP019
FL01174,AP018
FL01175,AP008
FL01176,AP019
FL01177,AP001
FL01178,AP019
FL01179,AP025
FL01180,AP014
FL01181,AP004
FL01182,AP010
FL01183,AP026
FL01184,AP001
FL01185,AP003
FL01186,AP033
FL01187,AP005
FL01188,AP037
FL01189,AP001
FL01190,AP021
FL01191,AP033
FL01192,AP004
FL01193,AP013
FL01194,AP009
FL01195,AP035
FL01196,AP017
FL01197,AP012
FL01198,AP015
FL01199,AP007
FL01200,AP024
FL01201,AP015
FL01202,AP002
FL01203,AP010
FL01204,AP001
FL01205,AP006
FL01206,AP039
FL01207,AP009
FL01208,AP001
FL01209,AP016
FL01210,AP009
FL01211,AP023
FL01212,AP015
FL01213,AP009
FL01214,AP006
FL01215,AP021
FL01216,AP001
FL01217,AP032
FL01218,AP037
FL01219,AP020
FL01220,AP027
FL01221,AP004
FL01222,AP040
FL01223,AP002
FL01224,AP033
FL01225,AP003
FL01226,AP015
FL01227,AP022
FL01228,AP008
FL01229,AP009
FL01230,AP032
FL01231,AP024
FL01232,AP028
FL01233,AP004
FL01234,AP022
FL01235,AP006
FL01236,AP010
FL01237,AP001
FL01238,AP006
FL01239,AP009
FL01240,AP006
FL01241,AP007
FL01242,AP039
FL01243,AP010
FL01244,AP001
FL01245,AP025
FL01246,AP002
FL01247,AP035
FL01248,AP010
FL01249,AP040
FL01250,AP002
FL01251,AP001
FL01252,AP017
FL01253,AP006
FL01254,AP009
FL01255,AP039
FL01256,AP010
FL01257,AP004
FL01258,AP005
FL01259,AP009
FL01260,AP033
FL01261,AP008
FL01262,AP015
FL01263,AP016
FL01264,AP020
FL01265,AP006
FL01266,AP002
FL01267,AP011
FL01268,AP022
FL01269,AP001
FL01270,AP005
FL01271,AP009
FL01272,AP016
FL01273,AP006
FL01274,AP027
FL01275,AP006
FL01276,AP010
FL01277,AP013
FL01278,AP020
FL01279,AP026
FL01280,AP035
FL01281,AP007
FL01282,AP005
FL01283,AP031
FL01284,AP002
FL01285,AP009
FL01286,AP011
FL01287,AP015
FL01288,AP019
FL01289,AP009
FL01290,AP003
FL01291,AP005
FL01292,AP035
FL01293,AP010
FL01294,AP009
FL01295,AP028
FL01296,AP002
FL01297,AP032
FL01298,AP009
FL01299,AP005
FL01300,AP002
FL01301,AP008
FL01302,AP005
FL01303,AP001
FL01304,AP023
FL01305,AP022
FL01306,AP008
FL01307,AP011
FL01308,AP006
FL01309,AP013
FL01310,AP001
FL01311,AP008
FL01312,AP030
FL01313,AP008
FL01314,AP012
FL01315,AP007
FL01316,AP039
FL01317,AP032
FL01318,AP028
FL01319,AP016
FL01320,AP006
FL01321,AP007
FL01322,AP006
FL01323,AP033
FL01324,AP015
FL01325,AP017
FL01326,AP001
FL01327,AP022
FL01328,AP008
FL01329,AP001
FL01330,AP020
FL01331,AP035
FL01332,AP003
FL01333,AP023
FL01334,AP004
FL01335,AP010
FL01336,AP017
FL01337,AP010
FL01338,AP018
FL01339,AP024
FL01340,AP018
FL01341,AP001
FL01342,AP026
FL01343,AP039
FL01344,AP003
FL01345,AP008
FL01346,AP026
FL01347,AP018
FL01348,AP007
FL01349,AP004
FL01350,AP037
FL01351,AP020
FL01352,AP006
FL01353,AP033
FL01354,AP008
FL01355,AP026
FL01356,AP006
FL01357,AP007
FL01358,AP006
FL01359,AP040
FL01360,AP001
FL01361,AP006
FL01362,AP010
FL01363,AP001
FL01364,AP002
FL01365,AP014
FL01366,AP002
FL01367,AP015
FL01368,AP036
FL01369,AP008
FL01370,AP010
FL01371,AP021
FL01372,AP009
FL01373,AP025
FL01374,AP019
FL01375,AP010
FL01376,AP009
FL01377,AP006
FL01378,AP001
FL01379,AP007
FL01380,AP036
FL01381,AP007
FL01382,AP010
FL01383,AP032
FL01384,AP007
FL01385,AP013
FL01386,AP009
FL01387,AP002
FL01388,AP006
FL01389,AP014
FL01390,AP004
FL01391,AP003
FL01392,AP026
FL01393,AP001
FL01394,AP006
FL01395,AP028
FL01396,AP007
FL01397,AP038
FL01398,AP004
FL01399,AP023
FL01400,AP007
FL01401,AP005
FL01402,AP027
FL01403,AP038
FL01404,AP029
FL01405,AP008
FL01406,AP004
FL01407,AP033
FL01408,AP001
FL01409,AP038
FL01410,AP039
FL01411,AP010
FL01412,AP001
FL01413,AP026
FL01414,AP036
FL01415,AP020
FL01416,AP005
FL01417,AP029
FL01418,AP021
FL01419,AP039
FL01420,AP027
FL01421,AP005
FL01422,AP006
FL01423,AP005
FL01424,AP001
FL01425,AP010
FL01426,AP030
FL01427,AP004
FL01428,AP016
FL01429,AP027
FL01430,AP031
FL01431,AP010
FL01432,AP007
FL01433,AP008
FL01434,AP024
FL01435,AP028
FL01436,AP031
FL01437,AP006
FL01438,AP003
FL01439,AP036
FL01440,AP003
FL01441,AP006
FL01442,AP007
FL01443,AP005
FL01444,AP018
FL01445,AP034
FL01446,AP038
FL01447,AP034
FL01448,AP004
FL01449,AP008
FL01450,AP001
FL01451,AP007
FL01452,AP035
FL01453,AP004
FL01454,AP011
FL01455,AP007
FL01456,AP002
FL01457,AP008
FL01458,AP012
FL01459,AP001
FL01460,AP024
FL01461,AP021
FL01462,AP008
FL01463,AP036
FL01464,AP007
FL01465,AP030
FL01466,AP005
FL01467,AP040
FL01468,AP009
FL01469,AP002
FL01470,AP035
FL01471,AP022
FL01472,AP010
FL01473,AP007
FL01474,AP001
FL01475,AP023
FL01476,AP025
FL01477,AP002
FL01478,AP006
FL01479,AP009
FL01480,AP003
FL01481,AP033
FL01482,AP038
FL01483,AP004
FL01484,AP007
FL01485,AP038
FL01486,AP010
FL01487,AP022
FL01488,AP010
FL01489,AP032
FL01490,AP013
FL01491,AP031
FL01492,AP006
FL01493,AP004
FL01494,AP011
FL01495,AP006
FL01496,AP023
FL01497,AP008
FL01498,AP029
FL01499,AP028
FL01500,AP018
FL01501,AP008
FL01502,AP009
FL01503,AP003
FL01504,AP008
FL01505,AP036
FL01506,AP031
FL01507,AP010
FL01508,AP029
FL01509,AP009
FL01510,AP010
FL01511,AP009
FL01512,AP020
FL01513,AP040
FL01514,AP007
FL01515,AP002
FL01516,AP008
FL01517,AP007
FL01518,AP011
FL01519,AP018
FL01520,AP024
FL01521,AP004
FL01522,AP008
FL01523,AP006
FL01524,AP015
FL01525,AP004
FL01526,AP039
FL01527,AP026
FL01528,AP030
FL01529,AP022
FL01530,AP011
FL01531,AP032
FL01532,AP001
FL01533,AP025
FL01534,AP040
FL01535,AP021
FL01536,AP013
FL01537,AP037
FL01538,AP008
FL01539,AP031
FL01540,AP019
FL01541,AP009
FL01542,AP001
FL01543,AP002
FL01544,AP006
FL01545,AP020
FL01546,AP009
FL01547,AP001
FL01548,AP026
FL01549,AP020
FL01550,AP029
