:START_ID(Flight),:END_ID(Airport)
FL00145,AP033
FL00146,AP003
FL00147,AP001
FL00148,AP036
FL00149,AP001
FL00150,AP009
FL00151,AP001
FL00152,AP036
FL00153,AP002
FL00154,AP015
FL00155,AP030
FL00156,AP027
FL00157,AP039
FL00158,AP005
FL00159,AP002
FL00160,AP005
FL00161,AP003
FL00162,AP001
FL00163,AP009
FL00164,AP030
FL00165,AP025
FL00166,AP009
FL00167,AP027
FL00168,AP034
FL00169,AP003
FL00170,AP010
FL00171,AP001
FL00172,AP010
FL00173,AP004
FL00174,AP012
FL00175,AP036
FL00176,AP002
FL00177,AP010
FL00178,AP003
FL00179,AP031
FL00180,AP003
FL00181,AP026
FL00182,AP015
FL00183,AP010
FL00184,AP008
FL00185,AP010
FL00186,AP014
FL00187,AP006
FL00188,AP024
FL00189,AP003
FL00190,AP008
FL00191,AP005
FL00192,AP008
FL00193,AP002
FL00194,AP032
FL00195,AP001
FL00196,AP002
FL00197,AP027
FL00198,AP011
FL00199,AP001
FL00200,AP003
FL00201,AP006
FL00202,AP001
FL00203,AP006
FL00204,AP031
FL00205,AP009
FL00206,AP019
FL00207,AP030
FL00208,AP033
FL00209,AP028
FL00210,AP027
FL00211,AP001
FL00212,AP029
FL00213,AP035
FL00214,AP006
FL00215,AP002
FL00216,AP004
FL00217,AP010
FL00218,AP008
FL00219,AP006
FL00220,AP010
FL00221,AP017
FL00222,AP003
FL00223,AP007
FL00224,AP015
FL00225,AP028
FL00226,AP029
FL00227,AP019
FL00228,AP016
FL00229,AP006
FL00230,AP027
FL00231,AP002
FL00232,AP006
FL00233,AP009
FL00234,AP011
FL00235,AP006
FL00236,AP008
FL00237,AP026
FL00238,AP016
FL00239,AP026
FL00240,AP001
FL00241,AP034
FL00242,AP006
FL00243,AP019
FL00244,AP007
FL00245,AP004
FL00246,AP038
FL00247,AP001
FL00248,AP035
FL00249,AP004
FL00250,AP001
FL00251,AP005
FL00252,AP010
FL00253,AP027
FL00254,AP016
FL00255,AP017
FL00256,AP002
FL00257,AP004
FL00258,AP040
FL00259,AP036
FL00260,AP008
FL00261,AP009
FL00262,AP006
FL00263,AP035
FL00264,AP003
FL00265,AP007
FL00266,AP002
FL00267,AP005
FL00268,AP024
FL00269,AP007
FL00270,AP009
FL00271,AP030
FL00272,AP029
FL00273,AP003
FL00274,AP002
FL00275,AP006
FL00276,AP028
FL00277,AP007
FL00278,AP004
FL00279,AP014
FL00280,AP004
FL00281,AP024
FL00282,AP036
FL00283,AP001
FL00284,AP004
FL00285,AP028
FL00286,AP002
FL00287,AP032
FL00288,AP003
FL00289,AP001
FL00290,AP010
FL00291,AP005
FL00292,AP006
FL00293,AP014
FL00294,AP023
FL00295,AP005
FL00296,AP023
FL00297,AP038
FL00298,AP002
FL00299,AP008
FL00300,AP031
FL00301,AP009
FL00302,AP002
FL00303,AP006
FL00304,AP010
FL00305,AP032
FL00306,AP001
FL00307,AP017
FL00308,AP005
FL00309,AP024
FL00310,AP005
FL00311,AP012
FL00312,AP001
FL00313,AP008
FL00314,AP005
FL00315,AP012
FL00316,AP033
FL00317,AP006
FL00318,AP004
FL00319,AP040
FL00320,AP002
FL00321,AP017
FL00322,AP026
FL00323,AP001
FL00324,AP028
FL00325,AP004
FL00326,AP036
FL00327,AP021
FL00328,AP022
FL00329,AP008
FL00330,AP016
FL00331,AP003
FL00332,AP010
FL00333,AP003
FL00334,AP006
FL00335,AP037
FL00336,AP012
FL00337,AP003
FL00338,AP005
FL00339,AP032
FL00340,AP015
FL00341,AP027
FL00342,AP010
FL00343,AP009
FL00344,AP008
FL00345,AP003
FL00346,AP007
FL00347,AP001
FL00348,AP003
FL00349,AP005
FL00350,AP017
FL00351,AP001
FL00352,AP006
FL00353,AP005
FL00354,AP016
FL00355,AP008
FL00356,AP006
FL00357,AP012
FL00358,AP004
FL00359,AP008
FL00360,AP004
FL00361,AP001
FL00362,AP005
FL00363,AP032
FL00364,AP005
FL00365,AP037
FL00366,AP002
FL00367,AP020
FL00368,AP010
FL00369,AP033
FL00370,AP038
FL00371,AP006
FL00372,AP032
FL00373,AP007
FL00374,AP006
FL00375,AP035
FL00376,AP005
FL00377,AP007
FL00378,AP035
FL00379,AP028
FL00380,AP026
FL00381,AP020
FL00382,AP002
FL00383,AP001
FL00384,AP035
FL00385,AP040
FL00386,AP004
FL00387,AP011
FL00388,AP019
FL00389,AP012
FL00390,AP018
FL00391,AP033
FL00392,AP024
FL00393,AP006
FL00394,AP022
FL00395,AP002
FL00396,AP020
FL00397,AP029
FL00398,AP008
FL00399,AP009
FL00400,AP010
FL00401,AP002
FL00402,AP009
FL00403,AP005
FL00404,AP002
FL00405,AP017
FL00406,AP006
FL00407,AP040
FL00408,AP004
FL00409,AP002
FL00410,AP029
FL00411,AP026
FL00412,AP011
FL00413,AP015
FL00414,AP032
FL00415,AP023
FL00416,AP002
FL00417,AP013
FL00418,AP033
FL00419,AP037
FL00420,AP024
FL00421,AP019
FL00422,AP039
FL00423,AP009
FL00424,AP010
FL00425,AP029
FL00426,AP039
FL00427,AP001
FL00428,AP006
FL00429,AP008
FL00430,AP019
FL00431,AP006
FL00432,AP004
FL00433,AP016
FL00434,AP009
FL00435,AP008
FL00436,AP004
FL00437,AP029
FL00438,AP014
FL00439,AP031
FL00440,AP015
FL00441,AP014
FL00442,AP005
FL00443,AP008
FL00444,AP022
FL00445,AP010
FL00446,AP001
FL00447,AP039
FL00448,AP020
FL00449,AP035
FL00450,AP017
FL00451,AP028
FL00452,AP004
FL00453,AP006
FL00454,AP001
FL00455,AP009
FL00456,AP007
FL00457,AP019
FL00458,AP011
FL00459,AP009
FL00460,AP023
FL00461,AP005
FL00462,AP030
FL00463,AP001
FL00464,AP013
FL00465,AP008
FL00466,AP004
FL00467,AP008
FL00468,AP004
FL00469,AP008
FL00470,AP003
FL00471,AP002
FL00472,AP024
FL00473,AP005
FL00474,AP032
FL00475,AP037
FL00476,AP008
FL00477,AP038
FL00478,AP029
FL00479,AP002
FL00480,AP009
FL00481,AP008
FL00482,AP007
FL00483,AP003
FL00484,AP030
FL00485,AP025
FL00486,AP015
FL00487,AP017
FL00488,AP022
FL00489,AP034
FL00490,AP036
FL00491,AP007
FL00492,AP029
FL00493,AP036
FL00494,AP010
FL00495,AP038
FL00496,AP012
FL00497,AP001
FL00498,AP002
FL00499,AP029
FL00500,AP002
FL00501,AP001
FL00502,AP030
FL00503,AP004
FL00504,AP009
FL00505,AP001
FL00506,AP021
FL00507,AP025
FL00508,AP012
FL00509,AP007
FL00510,AP008
FL00511,AP007
FL00512,AP008
FL00513,AP031
FL00514,AP006
FL00515,AP026
FL00516,AP038
FL00517,AP003
FL00518,AP005
FL00519,AP001
FL00520,AP016
FL00521,AP006
FL00522,AP013
FL00523,AP008
FL00524,AP001
FL00525,AP004
FL00526,AP010
FL00527,AP023
FL00528,AP006
FL00529,AP010
FL00530,AP025
FL00531,AP034
FL00532,AP005
FL00533,AP002
FL00534,AP008
FL00535,AP001
FL00536,AP017
FL00537,AP008
FL00538,AP036
FL00539,AP022
FL00540,AP016
FL00541,AP033
FL00542,AP036
FL00543,AP008
FL00544,AP037
FL00545,AP026
FL00546,AP012
FL00547,AP010
FL00548,AP025
FL00549,AP003
FL00550,AP027
FL00551,AP023
FL00552,AP009
FL00553,AP004
FL00554,AP010
FL00555,AP005
FL00556,AP031
FL00557,AP028
FL00558,AP003
FL00559,AP024
FL00560,AP004
FL00561,AP002
FL00562,AP001
FL00563,AP009
FL00564,AP002
FL00565,AP003
FL00566,AP025
FL00567,AP004
FL00568,AP003
FL00569,AP002
FL00570,AP004
FL00571,AP039
FL00572,AP028
FL00573,AP020
FL00574,AP001
FL00575,AP007
FL00576,AP009
FL00577,AP011
FL00578,AP005
FL00579,AP036
FL00580,AP004
FL00581,AP009
FL00582,AP003
FL00583,AP037
FL00584,AP001
FL00585,AP015
FL00586,AP035
FL00587,AP013
FL00588,AP030
FL00589,AP003
FL00590,AP001
FL00591,AP004
FL00592,AP011
FL00593,AP010
FL00594,AP008
FL00595,AP039
FL00596,AP002
FL00597,AP007
FL00598,AP027
FL00599,AP010
FL00600,AP005
FL00601,AP004
FL00602,AP008
FL00603,AP033
FL00604,AP009
FL00605,AP002
FL00606,AP027
FL00607,AP003
FL00608,AP037
FL00609,AP030
FL00610,AP005
FL00611,AP015
FL00612,AP016
FL00613,AP028
FL00614,AP008
FL00615,AP009
FL00616,AP008
FL00617,AP014
FL00618,AP002
FL00619,AP001
FL00620,AP030
FL00621,AP026
FL00622,AP037
FL00623,AP022
FL00624,AP033
FL00625,AP009
FL00626,AP001
FL00627,AP034
FL00628,AP009
FL00629,AP007
FL00630,AP006
FL00631,AP008
FL00632,AP019
FL00633,AP012
FL00634,AP037
FL00635,AP001
FL00636,AP008
FL00637,AP017
FL00638,AP007
FL00639,AP019
FL00640,AP035
FL00641,AP007
FL00642,AP010
FL00643,AP003
FL00644,AP029
FL00645,AP007
FL00646,AP003
FL00647,AP014
FL00648,AP002
FL00649,AP040
FL00650,AP020
FL00651,AP033
FL00652,AP002
FL00653,AP007
FL00654,AP017
FL00655,AP007
FL00656,AP025
FL00657,AP037
FL00658,AP003
FL00659,AP030
FL00660,AP010
FL00661,AP007
FL00662,AP020
FL00663,AP001
FL00664,AP004
FL00665,AP006
FL00666,AP002
FL00667,AP028
FL00668,AP002
FL00669,AP008
FL00670,AP012
FL00671,AP005
FL00672,AP023
FL00673,AP001
FL00674,AP008
FL00675,AP033
FL00676,AP038
FL00677,AP030
FL00678,AP025
FL00679,AP019
FL00680,AP012
FL00681,AP031
FL00682,AP038
FL00683,AP013
FL00684,AP007
FL00685,AP010
FL00686,AP025
FL00687,AP003
FL00688,AP009
FL00689,AP008
FL00690,AP017
FL00691,AP001
FL00692,AP007
FL00693,AP006
FL00694,AP037
FL00695,AP006
FL00696,AP037
FL00697,AP009
FL00698,AP037
FL00699,AP013
FL00700,AP024
FL00701,AP022
FL00702,AP018
FL00703,AP016
FL00704,AP005
FL00705,AP033
FL00706,AP001
FL00707,AP010
FL00708,AP005
FL00709,AP035
FL00710,AP027
FL00711,AP019
FL00712,AP024
FL00713,AP010
FL00714,AP012
FL00715,AP033
FL00716,AP010
FL00717,AP005
FL00718,AP021
FL00719,AP015
FL00720,AP002
FL00721,AP035
FL00722,AP020
FL00723,AP033
FL00724,AP008
FL00725,AP014
FL00726,AP007
FL00727,AP002
FL00728,AP006
FL00729,AP026
FL00730,AP015
FL00731,AP006
FL00732,AP001
FL00733,AP008
FL00734,AP039
FL00735,AP006
FL00736,AP040
FL00737,AP007
FL00738,AP012
FL00739,AP010
FL00740,AP007
FL00741,AP011
FL00742,AP010
FL00743,AP002
FL00744,AP007
FL00745,AP004
FL00746,AP009
FL00747,AP007
FL00748,AP037
FL00749,AP009
FL00750,AP010
FL00751,AP009
FL00752,AP002
FL00753,AP004
FL00754,AP009
FL00755,AP005
FL00756,AP006
FL00757,AP001
FL00758,AP021
FL00759,AP033
FL00760,AP028
FL00761,AP009
FL00762,AP001
FL00763,AP005
FL00764,AP002
FL00765,AP001
FL00766,AP017
FL00767,AP004
FL00768,AP024
FL00769,AP001
FL00770,AP014
FL00771,AP034
FL00772,AP004
FL00773,AP008
FL00774,AP006
FL00775,AP008
FL00776,AP036
FL00777,AP024
FL00778,AP016
FL00779,AP038
FL00780,AP034
FL00781,AP039
FL00782,AP011
FL00783,AP036
FL00784,AP003
FL00785,AP001
FL00786,AP005
FL00787,AP002
FL00788,AP008
FL00789,AP040
FL00790,AP036
FL00791,AP003
FL00792,AP007
FL00793,AP020
FL00794,AP008
FL00795,AP031
FL00796,AP006
FL00797,AP034
FL00798,AP032
FL00799,AP002
FL00800,AP014
FL00801,AP018
FL00802,AP001
FL00803,AP026
FL00804,AP001
FL00805,AP002
FL00806,AP010
FL00807,AP015
FL00808,AP034
FL00809,AP002
FL00810,AP017
FL00811,AP002
FL00812,AP034
FL00813,AP003
FL00814,AP030
FL00815,AP007
FL00816,AP006
FL00817,AP002
FL00818,AP034
FL00819,AP014
FL00820,AP004
FL00821,AP001
FL00822,AP002
FL00823,AP006
FL00824,AP015
FL00825,AP006
FL00826,AP009
FL00827,AP006
FL00828,AP008
FL00829,AP006
FL00830,AP033
FL00831,AP029
FL00832,AP004
FL00833,AP010
FL00834,AP020
FL00835,AP010
FL00836,AP024
FL00837,AP009
FL00838,AP025
FL00839,AP037
FL00840,AP026
FL00841,AP002
FL00842,AP004
FL00843,AP036
FL00844,AP002
FL00845,AP018
FL00846,AP037
FL00847,AP001
FL00848,AP002
FL00849,AP004
FL00850,AP020
FL00851,AP033
FL00852,AP005
FL00853,AP014
FL00854,AP007
FL00855,AP025
FL00856,AP032
FL00857,AP030
FL00858,AP001
FL00859,AP003
FL00860,AP008
FL00861,AP007
FL00862,AP008
FL00863,AP006
FL00864,AP005
FL00865,AP020
FL00866,AP006
FL00867,AP030
FL00868,AP002
FL00869,AP037
FL00870,AP002
FL00871,AP010
FL00872,AP036
FL00873,AP002
FL00874,AP005
FL00875,AP004
FL00876,AP005
FL00877,AP028
FL00878,AP030
FL00879,AP031
FL00880,AP017
FL00881,AP037
FL00882,AP038
FL00883,AP007
FL00884,AP038
FL00885,AP002
FL00886,AP036
FL00887,AP004
FL00888,AP012
FL00889,AP030
FL00890,AP003
FL00891,AP004
FL00892,AP017
FL00893,AP036
FL00894,AP004
FL00895,AP018
FL00896,AP015
FL00897,AP035
FL00898,AP034
FL00899,AP033
FL00900,AP015
FL00901,AP036
FL00902,AP031
FL00903,AP008
FL00904,AP035
FL00905,AP019
FL00906,AP002
FL00907,AP018
FL00908,AP031
FL00909,AP001
FL00910,AP025
FL00911,AP018
FL00912,AP003
FL00913,AP022
FL00914,AP031
FL00915,AP028
FL00916,AP015
FL00917,AP012
FL00918,AP019
FL00919,AP009
FL00920,AP011
FL00921,AP027
FL00922,AP001
FL00923,AP033
FL00924,AP019
FL00925,AP024
FL00926,AP004
FL00927,AP039
FL00928,AP001
FL00929,AP007
FL00930,AP022
FL00931,AP007
FL00932,AP040
FL00933,AP005
FL00934,AP002
FL00935,AP005
FL00936,AP018
FL00937,AP004
FL00938,AP026
FL00939,AP016
FL00940,AP005
FL00941,AP002
FL00942,AP012
FL00943,AP018
FL00944,AP011
FL00945,AP002
FL00946,AP032
FL00947,AP003
FL00948,AP009
FL00949,AP012
FL00950,AP002
FL00951,AP025
FL00952,AP010
FL00953,AP030
FL00954,AP018
FL00955,AP009
FL00956,AP004
FL00957,AP010
FL00958,AP027
FL00959,AP010
FL00960,AP009
FL00961,AP033
FL00962,AP040
FL00963,AP001
FL00964,AP005
FL00965,AP012
FL00966,AP021
FL00967,AP005
FL00968,AP015
FL00969,AP007
FL00970,AP005
FL00971,AP006
FL00972,AP012
FL00973,AP029
FL00974,AP005
FL00975,AP019
FL00976,AP009
FL00977,AP040
FL00978,AP003
FL00979,AP002
FL00980,AP009
FL00981,AP005
FL00982,AP027
FL00983,AP030
FL00984,AP027
FL00985,AP003
FL00986,AP031
FL00987,AP004
FL00988,AP009
FL00989,AP005
FL00990,AP004
FL00991,AP005
FL00992,AP001
FL00993,AP006
FL00994,AP013
FL00995,AP010
FL00996,AP006
FL00997,AP008
FL00998,AP018
FL00999,AP004
FL01000,AP003
FL01001,AP009
FL01002,AP004
FL01003,AP001
FL01004,AP005
FL01005,AP009
FL01006,AP026
FL01007,AP006
FL01008,AP002
FL01009,AP025
FL01010,AP003
FL01011,AP028
FL01012,AP032
FL01013,AP035
FL01014,AP028
FL01015,AP027
FL01016,AP001
FL01017,AP027
FL01018,AP004
FL01019,AP026
FL01020,AP021
FL01021,AP004
FL01022,AP003
FL01023,AP005
FL01024,AP001
FL01025,AP002
FL01026,AP003
FL01027,AP004
FL01028,AP034
FL01029,AP010
FL01030,AP003
FL01031,AP017
FL01032,AP019
FL01033,AP006
FL01034,AP010
FL01035,AP001
FL01036,AP025
FL01037,AP005
FL01038,AP018
FL01039,AP008
FL01040,AP006
FL01041,AP008
FL01042,AP001
FL01043,AP014
FL01044,AP004
FL01045,AP021
FL01046,AP008
FL01047,AP002
FL01048,AP019
FL01049,AP001
FL01050,AP017
FL01051,AP007
FL01052,AP021
FL01053,AP010
FL01054,AP005
FL01055,AP024
FL01056,AP036
FL01057,AP006
FL01058,AP008
FL01059,AP014
FL01060,AP002
FL01061,AP003
FL01062,AP006
FL01063,AP031
FL01064,AP013
FL01065,AP002
FL01066,AP008
FL01067,AP001
FL01068,AP007
FL01069,AP006
FL01070,AP011
FL01071,AP003
FL01072,AP009
FL01073,AP011
FL01074,AP018
FL01075,AP009
FL01076,AP003
FL01077,AP002
FL01078,AP034
FL01079,AP007
FL01080,AP036
FL01081,AP007
FL01082,AP029
FL01083,AP010
FL01084,AP015
FL01085,AP008
FL01086,AP010
FL01087,AP009
FL01088,AP021
FL01089,AP010
FL01090,AP029
FL01091,AP033
FL01092,AP021
FL01093,AP008
FL01094,AP007
FL01095,AP001
FL01096,AP010
FL01097,AP005
FL01098,AP002
FL01099,AP037
FL01100,AP026
FL01101,AP006
FL01102,AP028
FL01103,AP029
FL01104,AP006
FL01105,AP030
FL01106,AP010
FL01107,AP028
FL01108,AP005
FL01109,AP039
FL01110,AP025
FL01111,AP023
FL01112,AP007
FL01113,AP004
FL01114,AP009
FL01115,AP018
FL01116,AP027
FL01117,AP007
FL01118,AP036
FL01119,AP010
FL01120,AP005
FL01121,AP002
FL01122,AP009
FL01123,AP004
FL01124,AP006
FL01125,AP020
FL01126,AP006
FL01127,AP007
FL01128,AP001
FL01129,AP036
FL01130,AP008
FL01131,AP011
FL01132,AP018
FL01133,AP030
FL01134,AP006
FL01135,AP007
FL01136,AP006
FL01137,AP008
FL01138,AP002
FL01139,AP005
FL01140,AP010
FL01141,AP002
FL01142,AP039
FL01143,AP010
FL01144,AP004
FL01145,AP020
FL01146,AP008
FL01147,AP026
FL01148,AP007
FL01149,AP010
FL01150,AP014
FL01151,AP004
FL01152,AP033
FL01153,AP010
FL01154,AP006
FL01155,AP029
FL01156,AP006
FL01157,AP023
FL01158,AP013
FL01159,AP034
FL01160,AP014
FL01161,AP023
FL01162,AP006
FL01163,AP034
FL01164,AP006
FL01165,AP025
FL01166,AP002
FL01167,AP031
FL01168,AP040
FL01169,AP001
FL01170,AP016
FL01171,AP001
FL01172,AP027
FL01173,AP010
FL01174,AP025
FL01175,AP003
FL01176,AP017
FL01177,AP019
FL01178,AP021
FL01179,AP008
FL01180,AP010
FL01181,AP006
FL01182,AP015
FL01183,AP039
FL01184,AP007
FL01185,AP017
FL01186,AP002
FL01187,AP038
FL01188,AP009
FL01189,AP001
FL01190,AP003
FL01191,AP009
FL01192,AP005
FL01193,AP003
FL01194,AP004
FL01195,AP002
FL01196,AP036
FL01197,AP018
FL01198,AP038
FL01199,AP035
FL01200,AP030
FL01201,AP022
FL01202,AP005
FL01203,AP024
FL01204,AP006
FL01205,AP010
FL01206,AP004
FL01207,AP002
FL01208,AP010
FL01209,AP009
FL01210,AP003
FL01211,AP007
FL01212,AP021
FL01213,AP003
FL01214,AP016
FL01215,AP023
FL01216,AP039
FL01217,AP004
FL01218,AP005
FL01219,AP019
FL01220,AP010
FL01221,AP007
FL01222,AP001
FL01223,AP003
FL01224,AP009
FL01225,AP038
FL01226,AP002
FL01227,AP005
FL01228,AP008
FL01229,AP026
FL01230,AP010
FL01231,AP005
FL01232,AP006
FL01233,AP003
FL01234,AP006
FL01235,AP033
FL01236,AP006
FL01237,AP005
FL01238,AP013
FL01239,AP002
FL01240,AP004
FL01241,AP006
FL01242,AP009
FL01243,AP008
FL01244,AP006
FL01245,AP029
FL01246,AP010
FL01247,AP002
FL01248,AP036
FL01249,AP039
FL01250,AP008
FL01251,AP006
FL01252,AP003
FL01253,AP007
FL01254,AP001
FL01255,AP040
FL01256,AP010
FL01257,AP024
FL01258,AP022
FL01259,AP021
FL01260,AP031
FL01261,AP005
FL01262,AP010
FL01263,AP002
FL01264,AP008
FL01265,AP039
FL01266,AP001
FL01267,AP009
FL01268,AP005
FL01269,AP009
FL01270,AP021
FL01271,AP035
FL01272,AP038
FL01273,AP006
FL01274,AP017
FL01275,AP001
FL01276,AP037
FL01277,AP014
FL01278,AP032
FL01279,AP003
FL01280,AP002
FL01281,AP009
FL01282,AP023
FL01283,AP006
FL01284,AP008
FL01285,AP016
FL01286,AP009
FL01287,AP003
FL01288,AP029
FL01289,AP030
FL01290,AP025
FL01291,AP032
FL01292,AP025
FL01293,AP015
FL01294,AP027
FL01295,AP039
FL01296,AP006
FL01297,AP003
FL01298,AP014
FL01299,AP038
FL01300,AP027
FL01301,AP010
FL01302,AP031
FL01303,AP032
FL01304,AP009
FL01305,AP007
FL01306,AP003
FL01307,AP001
FL01308,AP002
FL01309,AP001
FL01310,AP009
FL01311,AP005
FL01312,AP002
FL01313,AP011
FL01314,AP014
FL01315,AP002
FL01316,AP029
FL01317,AP003
FL01318,AP002
FL01319,AP001
FL01320,AP022
FL01321,AP025
FL01322,AP032
FL01323,AP004
FL01324,AP034
FL01325,AP038
FL01326,AP030
FL01327,AP038
FL01328,AP023
FL01329,AP016
FL01330,AP013
FL01331,AP020
FL01332,AP033
FL01333,AP004
FL01334,AP033
FL01335,AP005
FL01336,AP023
FL01337,AP003
FL01338,AP021
FL01339,AP002
FL01340,AP006
FL01341,AP026
FL01342,AP022
FL01343,AP006
FL01344,AP007
FL01345,AP001
FL01346,AP023
FL01347,AP024
FL01348,AP025
FL01349,AP004
FL01350,AP017
FL01351,AP002
FL01352,AP033
FL01353,AP029
FL01354,AP006
FL01355,AP039
FL01356,AP008
FL01357,AP020
FL01358,AP004
FL01359,AP003
FL01360,AP022
FL01361,AP027
FL01362,AP017
FL01363,AP001
FL01364,AP025
FL01365,AP008
FL01366,AP009
FL01367,AP010
FL01368,AP031
FL01369,AP029
FL01370,AP004
FL01371,AP009
FL01372,AP017
FL01373,AP001
FL01374,AP003
FL01375,AP005
FL01376,AP031
FL01377,AP040
FL01378,AP039
FL01379,AP002
FL01380,AP035
FL01381,AP008
FL01382,AP005
FL01383,AP004
FL01384,AP031
FL01385,AP038
FL01386,AP005
FL01387,AP028
FL01388,AP019
FL01389,AP003
FL01390,AP039
FL01391,AP008
FL01392,AP004
FL01393,AP008
FL01394,AP009
FL01395,AP024
FL01396,AP035
FL01397,AP024
FL01398,AP032
FL01399,AP004
FL01400,AP038
FL01401,AP006
FL01402,AP040
FL01403,AP004
FL01404,AP005
FL01405,AP008
FL01406,AP012
FL01407,AP002
FL01408,AP024
FL01409,AP003
FL01410,AP009
FL01411,AP004
FL01412,AP005
FL01413,AP009
FL01414,AP022
FL01415,AP009
FL01416,AP005
FL01417,AP028
FL01418,AP016
FL01419,AP003
FL01420,AP007
FL01421,AP017
FL01422,AP030
FL01423,AP039
FL01424,AP010
FL01425,AP006
FL01426,AP025
FL01427,AP007
FL01428,AP006
FL01429,AP005
FL01430,AP017
FL01431,AP004
FL01432,AP021
FL01433,AP005
FL01434,AP004
FL01435,AP008
FL01436,AP010
FL01437,AP007
FL01438,AP008
FL01439,AP037
FL01440,AP005
FL01441,AP003
FL01442,AP007
FL01443,AP017
FL01444,AP022
FL01445,AP006
FL01446,AP008
FL01447,AP036
FL01448,AP007
FL01449,AP032
FL01450,AP036
FL01451,AP008
FL01452,AP019
FL01453,AP002
FL01454,AP022
FL01455,AP028
FL01456,AP033
FL01457,AP008
FL01458,AP029
FL01459,AP009
FL01460,AP021
FL01461,AP025
FL01462,AP026
FL01463,AP010
FL01464,AP025
FL01465,AP009
FL01466,AP006
FL01467,AP009
FL01468,AP001
FL01469,AP019
FL01470,AP008
FL01471,AP009
FL01472,AP005
FL01473,AP008
FL01474,AP007
FL01475,AP003
FL01476,AP021
FL01477,AP006
FL01478,AP001
FL01479,AP006
FL01480,AP009
FL01481,AP003
FL01482,AP035
FL01483,AP009
FL01484,AP012
FL01485,AP009
FL01486,AP040
FL01487,AP029
FL01488,AP002
FL01489,AP025
FL01490,AP004
FL01491,AP034
FL01492,AP011
FL01493,AP010
FL01494,AP025
FL01495,AP010
FL01496,AP007
FL01497,AP002
FL01498,AP001
FL01499,AP009
FL01500,AP004
FL01501,AP010
FL01502,AP021
FL01503,AP009
FL01504,AP007
FL01505,AP017
FL01506,AP003
FL01507,AP002
FL01508,AP033
FL01509,AP009
FL01510,AP003
FL01511,AP030
FL01512,AP008
FL01513,AP009
FL01514,AP007
FL01515,AP031
FL01516,AP001
FL01517,AP016
FL01518,AP005
FL01519,AP040
FL01520,AP021
FL01521,AP006
FL01522,AP036
FL01523,AP033
FL01524,AP002
FL01525,AP004
FL01526,AP021
FL01527,AP010
FL01528,AP019
FL01529,AP005
FL01530,AP007
FL01531,AP022
FL01532,AP008
FL01533,AP039
FL01534,AP027
FL01535,AP003
FL01536,AP004
FL01537,AP008
FL01538,AP029
FL01539,AP005
FL01540,AP011
FL01541,AP007
FL01542,AP032
FL01543,AP006
FL01544,AP040
FL01545,AP003
FL01546,AP023
FL01547,AP004
FL01548,AP010
FL01549,AP003
FL01550,AP029
